[main] 12:24:55,928 INFO  [com.qmetry.qaf.automation.core.ConfigurationManager] ISFW build info: {qaf-Type=core, qaf-Revision=0, qaf-Version=3.0, qaf-Build-Time=26-Jul-2020 22:16:34}
[main] 12:24:55,945 INFO  [com.qmetry.qaf.automation.core.ConfigurationManager] Resource dir: /Users/spenn02/IdeaProjects/Archive/src/main/resources/common. Found property files to load: 7
[main] 12:24:56,278 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Arbeit.feature
[main] 12:24:56,283 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Calculator.feature
[main] 12:24:56,286 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Vystar.feature
[main] 12:24:56,288 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Maps.feature
[main] 12:24:56,291 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/MultiDevice.feature
[main] 12:24:56,294 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/VirtualDevices.feature
[main] 12:24:56,296 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] total test found: 1
[main] 12:24:56,309 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] scenario.file.loc[Ljava.lang.String;@b83a9be
[main] 12:24:56,310 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WebSearch.feature
[main] 12:24:56,312 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Cafe24.feature
[main] 12:24:56,314 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WinnDixie.feature
[main] 12:24:56,320 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/AudioCalls.feature
[main] 12:24:56,321 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/ExpenseTracker.feature
[main] 12:24:56,324 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/BectonDickson.feature
[main] 12:24:56,326 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Arbeit.feature
[main] 12:24:56,330 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Calculator.feature
[main] 12:24:56,333 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Vystar.feature
[main] 12:24:56,334 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Maps.feature
[main] 12:24:56,336 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/MultiDevice.feature
[main] 12:24:56,338 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/VirtualDevices.feature
[main] 12:24:56,341 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] total test found: 1
[main] 12:24:56,348 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] scenario.file.loc[Ljava.lang.String;@a4add54
[main] 12:24:56,350 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WebSearch.feature
[main] 12:24:56,351 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Cafe24.feature
[main] 12:24:56,353 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WinnDixie.feature
[main] 12:24:56,358 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/AudioCalls.feature
[main] 12:24:56,360 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/ExpenseTracker.feature
[main] 12:24:56,361 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/BectonDickson.feature
[main] 12:24:56,363 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Arbeit.feature
[main] 12:24:56,366 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Calculator.feature
[main] 12:24:56,368 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Vystar.feature
[main] 12:24:56,370 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Maps.feature
[main] 12:24:56,373 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/MultiDevice.feature
[main] 12:24:56,374 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/VirtualDevices.feature
[main] 12:24:56,376 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] total test found: 1
[main] 12:24:56,383 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] scenario.file.loc[Ljava.lang.String;@55322aab
[main] 12:24:56,384 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WebSearch.feature
[main] 12:24:56,386 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Cafe24.feature
[main] 12:24:56,397 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WinnDixie.feature
[main] 12:24:56,401 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/AudioCalls.feature
[main] 12:24:56,403 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/ExpenseTracker.feature
[main] 12:24:56,404 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/BectonDickson.feature
[main] 12:24:56,406 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Arbeit.feature
[main] 12:24:56,409 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Calculator.feature
[main] 12:24:56,410 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Vystar.feature
[main] 12:24:56,411 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Maps.feature
[main] 12:24:56,413 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/MultiDevice.feature
[main] 12:24:56,415 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/VirtualDevices.feature
[main] 12:24:56,417 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] total test found: 1
[main] 12:24:56,423 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] scenario.file.loc[Ljava.lang.String;@708400f6
[main] 12:24:56,424 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WebSearch.feature
[main] 12:24:56,425 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Cafe24.feature
[main] 12:24:56,427 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WinnDixie.feature
[main] 12:24:56,431 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/AudioCalls.feature
[main] 12:24:56,433 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/ExpenseTracker.feature
[main] 12:24:56,434 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/BectonDickson.feature
[main] 12:24:56,435 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Arbeit.feature
[main] 12:24:56,439 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Calculator.feature
[main] 12:24:56,441 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Vystar.feature
[main] 12:24:56,442 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Maps.feature
[main] 12:24:56,444 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/MultiDevice.feature
[main] 12:24:56,446 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/VirtualDevices.feature
[main] 12:24:56,447 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] total test found: 1
[main] 12:24:56,453 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] scenario.file.loc[Ljava.lang.String;@328cf0e1
[main] 12:24:56,454 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WebSearch.feature
[main] 12:24:56,456 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Cafe24.feature
[main] 12:24:56,457 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WinnDixie.feature
[main] 12:24:56,462 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/AudioCalls.feature
[main] 12:24:56,463 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/ExpenseTracker.feature
[main] 12:24:56,465 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/BectonDickson.feature
[main] 12:24:56,466 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Arbeit.feature
[main] 12:24:56,469 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Calculator.feature
[main] 12:24:56,471 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Vystar.feature
[main] 12:24:56,473 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Maps.feature
[main] 12:24:56,476 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/MultiDevice.feature
[main] 12:24:56,478 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/VirtualDevices.feature
[main] 12:24:56,479 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] total test found: 1
[main] 12:24:56,485 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] scenario.file.loc[Ljava.lang.String;@58bf8650
[main] 12:24:56,486 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WebSearch.feature
[main] 12:24:56,488 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Cafe24.feature
[main] 12:24:56,490 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WinnDixie.feature
[main] 12:24:56,494 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/AudioCalls.feature
[main] 12:24:56,496 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/ExpenseTracker.feature
[main] 12:24:56,497 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/BectonDickson.feature
[main] 12:24:56,499 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Arbeit.feature
[main] 12:24:56,502 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Calculator.feature
[main] 12:24:56,503 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Vystar.feature
[main] 12:24:56,504 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Maps.feature
[main] 12:24:56,507 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/MultiDevice.feature
[main] 12:24:56,508 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/VirtualDevices.feature
[main] 12:24:56,510 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] total test found: 1
[main] 12:24:56,516 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] scenario.file.loc[Ljava.lang.String;@72f46e16
[main] 12:24:56,517 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WebSearch.feature
[main] 12:24:56,519 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Cafe24.feature
[main] 12:24:56,521 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WinnDixie.feature
[main] 12:24:56,525 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/AudioCalls.feature
[main] 12:24:56,526 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/ExpenseTracker.feature
[main] 12:24:56,528 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/BectonDickson.feature
[main] 12:24:56,529 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Arbeit.feature
[main] 12:24:56,533 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Calculator.feature
[main] 12:24:56,534 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Vystar.feature
[main] 12:24:56,535 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Maps.feature
[main] 12:24:56,538 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/MultiDevice.feature
[main] 12:24:56,539 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/VirtualDevices.feature
[main] 12:24:56,541 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] total test found: 1
[main] 12:24:56,547 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] scenario.file.loc[Ljava.lang.String;@1a6f2363
[main] 12:24:56,549 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WebSearch.feature
[main] 12:24:56,550 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Cafe24.feature
[main] 12:24:56,552 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WinnDixie.feature
[main] 12:24:56,556 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/AudioCalls.feature
[main] 12:24:56,558 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/ExpenseTracker.feature
[main] 12:24:56,560 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/BectonDickson.feature
[main] 12:24:56,561 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Arbeit.feature
[main] 12:24:56,563 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Calculator.feature
[main] 12:24:56,564 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Vystar.feature
[main] 12:24:56,566 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Maps.feature
[main] 12:24:56,568 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/MultiDevice.feature
[main] 12:24:56,570 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/VirtualDevices.feature
[main] 12:24:56,571 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] total test found: 1
[main] 12:24:56,576 INFO  [com.qmetry.qaf.automation.step.client.gherkin.GherkinScenarioFactory] scenario.file.loc[Ljava.lang.String;@1a38ba58
[main] 12:24:56,577 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WebSearch.feature
[main] 12:24:56,579 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Cafe24.feature
[main] 12:24:56,580 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/WinnDixie.feature
[main] 12:24:56,584 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/AudioCalls.feature
[main] 12:24:56,585 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/ExpenseTracker.feature
[main] 12:24:56,587 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/BectonDickson.feature
[main] 12:24:56,588 INFO  [com.qmetry.qaf.automation.step.client.text.BehaviorScanner] loading feature file: /Users/spenn02/IdeaProjects/Archive/src/main/resources/scenarios/Arbeit.feature
